Order ID,Order Item ID,Order Quantity,Product Department,Product Category,Product Name,Customer ID,Customer Market,Customer Region,Customer Country,Warehouse Country,Shipment Mode,Shipment Days - Scheduled,Gross Sales,Discount %,Profit,Warehouse Inventory,Inventory Cost Per Unit,Order Date,Shipment Date
13573,78989,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,12340,North America,West of USA,USA,Puerto Rico,Standard Class,4,300,0.2,150,42,1.75277,2022-04-06,2022-04-10
13574,79507,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2276,North America,West of USA,USA,USA,Standard Class,4,400,0.17,200,154,0.36175,2022-04-06,2022-04-12
13575,78994,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1911,North America,South of  USA,USA,USA,Standard Class,4,400,  -  ,200,154,0.36175,2022-04-06,2022-04-08
13576,8932,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2386,LATAM,Central America,Mexico,USA,Standard Class,4,80,0.25,97,367,0.14551,2022-04-06,2022-04-09
13577,78999,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3000,North America,East of USA,USA,Puerto Rico,Standard Class,4,400,0.25,200,154,0.36175,2022-04-06,2022-04-10
13578,79000,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,3000,North America,East of USA,USA,Puerto Rico,Standard Class,4,500,0.17,245,343,1.52666,2022-04-06,2022-04-10
13579,78998,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,3000,North America,East of USA,USA,Puerto Rico,Standard Class,4,200,0.03,125,470,1.80975,2022-04-06,2022-07-21
13580,79005,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,535,North America,East of USA,USA,USA,Standard Class,4,120,0.05,147,481,2.29265,2022-04-06,2022-04-12
13581,79010,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,1083,North America,East of USA,USA,USA,Standard Class,4,400,0.2,200,154,0.36175,2022-04-06,2022-04-08
13582,119648,1,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,10634,Pacific Asia,West Asia,Saudi Arabia,USA,Standard Class,4,50,0.1,125,156,0.87258,2022-04-06,2022-04-08
13583,153177,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,2831,LATAM,Central America,Mexico,USA,Standard Class,4,240,0.18,147,481,2.29265,2022-04-06,2022-04-08
13584,79021,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1025,North America,West of USA,USA,Puerto Rico,First Class,1,130,0.06,65,233,2.04171,2022-04-06,2022-04-08
13585,158915,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,581,Europe,Southern Europe,Spain,USA,Standard Class,4,300,0.13,150,42,1.75277,2022-04-06,2022-04-10
13586,79820,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4700,North America,West of USA,USA,USA,Standard Class,4,400,0.2,200,154,0.36175,2022-04-06,2022-04-10
13587,79030,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11766,North America,East of USA,USA,Puerto Rico,Standard Class,4,240,0.18,147,481,2.29265,2022-04-06,2022-04-08
13588,79031,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6563,North America,East of USA,USA,USA,Standard Class,4,250,0.03,125,156,0.87258,2022-04-06,2022-04-10
13589,79039,5,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6813,North America,West of USA,USA,Puerto Rico,Standard Class,4,250,0.03,125,470,1.80975,2022-04-06,2022-04-08
13590,79040,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6813,North America,West of USA,USA,Puerto Rico,Standard Class,4,300,0.12,150,42,1.75277,2022-04-06,2022-04-08
13591,79038,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6813,North America,West of USA,USA,Puerto Rico,Standard Class,4,300,0.13,150,42,1.75277,2022-04-06,2022-04-08
13592,79037,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6813,North America,West of USA,USA,Puerto Rico,Standard Class,4,50,0.03,125,470,1.80975,2022-04-06,2022-04-08
13593,79043,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5917,North America,West of USA,USA,USA,Standard Class,4,500,0.16,245,343,1.52666,2022-04-06,2022-05-07
13594,79046,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5917,North America,West of USA,USA,USA,Standard Class,4,200,0.13,100,9,0.53641,2022-04-06,2022-04-10
13595,79044,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,5917,North America,West of USA,USA,USA,Standard Class,4,400,0.13,200,154,0.36175,2022-04-06,2022-04-10
13596,79919,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,880,North America,US Center,USA,USA,Standard Class,4,400,0.12,200,154,0.36175,2022-04-06,2022-04-11
13597,79053,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11468,North America,West of USA,USA,USA,Standard Class,4,120,0.02,147,481,2.29265,2022-04-06,2022-04-12
13598,79054,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,979,North America,West of USA,USA,USA,Standard Class,4,400,0.07,245,343,1.52666,2022-04-06,2022-04-08
13599,79055,2,Outdoors,Trade-In,Glove It Urban Brick Golf Towel,979,North America,West of USA,USA,USA,Standard Class,4,32,0.13,31,5,1.65731,2022-04-06,2022-04-08
13600,78951,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9379,North America,East of USA,USA,USA,Standard Class,4,130,0.18,65,233,2.04171,2022-04-06,2022-04-07
13601,79057,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,979,North America,West of USA,USA,USA,Standard Class,4,200,0.12,100,9,0.53641,2022-04-06,2022-04-08
13602,79062,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8187,North America,East of USA,USA,Puerto Rico,Standard Class,4,300,0.15,147,481,2.29265,2022-04-06,2022-04-10
13603,79063,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,8187,North America,East of USA,USA,Puerto Rico,Standard Class,4,200,0.09,100,9,0.53641,2022-04-06,2022-04-10
13604,79075,4,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,711,North America,East of USA,USA,Puerto Rico,Standard Class,4,160,0.25,94,14,2.03652,2022-04-06,2022-04-10
13605,79076,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,711,North America,East of USA,USA,Puerto Rico,Standard Class,4,200,0.01,125,470,1.80975,2022-04-06,2022-04-10
13606,154003,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3390,Europe,Northern Europe,United Kingdom,Puerto Rico,Standard Class,4,400,0.15,200,154,0.36175,2022-04-06,2022-04-10
13607,79082,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3457,North America,East of USA,USA,USA,Standard Class,4,200,0.06,125,156,0.87258,2022-04-06,2022-04-08
13608,79088,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,9300,North America,East of USA,USA,USA,Standard Class,4,300,0.13,245,343,1.52666,2022-04-06,2022-04-10
13609,79087,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9300,North America,East of USA,USA,USA,Standard Class,4,400,0.06,200,154,0.36175,2022-04-06,2022-04-10
13610,79111,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5781,North America,East of USA,USA,USA,First Class,1,100,0.15,125,470,1.80975,2022-04-07,2022-04-09
13611,79114,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,5781,North America,East of USA,USA,USA,First Class,1,130,0.17,65,233,2.04171,2022-04-07,2022-04-09
13612,79124,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5710,North America,East of USA,USA,Puerto Rico,First Class,1,100,0.13,125,470,1.80975,2022-04-07,2022-04-09
13613,79125,2,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,5710,North America,East of USA,USA,Puerto Rico,First Class,1,100,0.12,125,470,1.80975,2022-04-07,2022-04-09
13614,79126,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,5710,North America,East of USA,USA,Puerto Rico,First Class,1,100,0.13,125,156,0.87258,2022-04-07,2022-04-09
13615,79123,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5710,North America,East of USA,USA,Puerto Rico,First Class,1,60,0.06,147,481,2.29265,2022-04-07,2022-04-09
13616,98714,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,12166,North America,US Center,USA,USA,Second Class,2,80,0.18,97,367,0.14551,2022-04-07,2022-04-10
13617,79133,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,2626,North America,East of USA,USA,USA,Standard Class,4,200,0.04,100,9,0.53641,2022-04-07,2022-04-11
13618,79135,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,9769,North America,East of USA,USA,USA,Second Class,2,100,0.12,125,156,0.87258,2022-04-07,2022-04-09
13619,79142,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3710,North America,US Center,USA,USA,Second Class,2,400,0.01,200,154,0.36175,2022-04-07,2022-04-11
13620,144658,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5787,LATAM,Caribbean,Dominican�Republic,Puerto Rico,Standard Class,4,100,0.1,245,343,1.52666,2022-04-07,2022-04-10
13621,79152,5,Outdoors,Golf Shoes,LIJA Women's Eyelet Sleeveless Golf Polo,9230,North America,US Center,USA,USA,Standard Class,4,325,0.04,143,4,0.29865,2022-04-07,2022-04-11
13622,79151,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,9230,North America,US Center,USA,USA,Standard Class,4,200,0.15,245,343,1.52666,2022-04-07,2022-04-11
13623,79156,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,10472,North America,US Center,USA,USA,Standard Class,4,400,0.25,200,154,0.36175,2022-04-07,2022-04-09
13624,79171,5,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5462,North America,East of USA,USA,USA,Standard Class,4,200,0.12,97,367,0.14551,2022-04-07,2022-04-11
13625,79169,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,5462,North America,East of USA,USA,USA,Standard Class,4,200,0.01,100,9,0.53641,2022-04-07,2022-04-11
13626,79172,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5462,North America,East of USA,USA,USA,Standard Class,4,300,0.25,150,42,1.75277,2022-04-07,2022-04-11
13627,79170,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5462,North America,East of USA,USA,USA,Standard Class,4,300,  -  ,150,42,1.75277,2022-04-07,2022-04-11
13628,79179,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,1967,North America,East of USA,USA,Puerto Rico,Standard Class,4,200,  -  ,100,9,0.53641,2022-04-07,2022-04-13
13629,79180,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1967,North America,East of USA,USA,Puerto Rico,Standard Class,4,130,0.06,65,233,2.04171,2022-04-07,2022-04-13
13630,79177,4,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,1967,North America,East of USA,USA,Puerto Rico,Standard Class,4,200,0.25,125,470,1.80975,2022-04-07,2022-11-19
13631,79181,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1967,North America,East of USA,USA,Puerto Rico,Standard Class,4,180,0.15,147,481,2.29265,2022-04-07,2021-11-21
13632,79182,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,6741,North America,East of USA,USA,USA,Standard Class,4,50,  -  ,125,470,1.80975,2022-04-07,2022-04-09
13633,79187,2,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,11623,North America,West of USA,USA,Puerto Rico,Standard Class,4,80,0.17,97,367,0.14551,2022-04-07,2022-04-11
13634,79186,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,11623,North America,West of USA,USA,Puerto Rico,Standard Class,4,400,0.17,200,154,0.36175,2022-04-07,2022-04-11
13635,79540,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9826,North America,South of  USA,USA,USA,Standard Class,4,300,0.03,150,42,1.75277,2022-04-07,2022-04-13
13636,32755,3,Fitness,Baseball & Softball,adidas Kids' F5 Messi FG Soccer Cleat,9305,Europe,Western Europe,France,USA,Standard Class,4,105,0.2,58,22,0.79125,2022-04-07,2022-04-13
13637,57770,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1433,Pacific Asia,South Asia,India,USA,First Class,1,120,0.25,147,481,2.29265,2022-04-07,2022-04-09
13638,79200,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9312,North America,US Center,USA,USA,First Class,1,130,0.02,65,233,2.04171,2022-04-07,2022-04-09
13639,79202,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,9312,North America,US Center,USA,USA,First Class,1,300,0.18,150,42,1.75277,2022-04-07,2022-04-09
13640,79204,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,397,North America,US Center,USA,USA,First Class,1,300,0.17,150,42,1.75277,2022-04-07,2022-04-09
13641,128172,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2141,Europe,Eastern Europe,Hungary,USA,Standard Class,4,130,0.07,65,233,2.04171,2022-04-07,2022-04-09
13642,48406,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7450,Europe,Western Europe,Germany,USA,Standard Class,4,130,0.15,65,233,2.04171,2022-04-07,2022-08-30
13643,82700,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,1288,North America,US Center,USA,Puerto Rico,Standard Class,4,130,0.13,65,233,2.04171,2022-04-07,2022-04-09
13644,129511,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,1174,LATAM,Central America,Mexico,USA,Standard Class,4,60,0.2,147,481,2.29265,2022-04-08,2022-04-13
13645,79056,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,979,North America,West of USA,USA,USA,Standard Class,4,130,0.04,65,233,2.04171,2022-04-08,2022-04-06
13646,79828,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,3291,North America,West of USA,USA,Puerto Rico,Same Day,3,400,0.18,200,154,0.36175,2022-04-08,2022-04-12
13647,8716,2,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,7167,LATAM,South America,Colombia,Puerto Rico,Standard Class,4,100,0.25,125,156,0.87258,2022-04-08,2022-04-13
13648,79915,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11768,North America,US Center,USA,USA,Standard Class,4,180,0.15,147,481,2.29265,2022-04-08,2021-08-18
13649,24737,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,10301,LATAM,South America,Brazil,USA,Standard Class,4,60,0.1,147,481,2.29265,2022-04-08,2022-04-13
13650,79733,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8681,North America,East of USA,USA,USA,Standard Class,4,130,0.05,65,233,2.04171,2022-04-08,2022-04-12
13651,79877,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,7211,North America,US Center,USA,USA,Second Class,2,130,0.03,65,233,2.04171,2022-04-08,2022-04-12
13652,60027,3,Footwear,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,6086,Pacific Asia,South Asia,India,USA,Standard Class,4,105,0.02,66,2,0.94814,2022-04-08,2022-04-09
13653,79659,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9312,North America,US Center,USA,USA,First Class,1,60,0.07,147,481,2.29265,2022-04-08,2022-04-10
13654,122732,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7761,Africa,Central Africa,Democratic Republic of Congo,Puerto Rico,First Class,1,50,0.12,125,470,1.80975,2022-04-08,2022-04-12
13655,82538,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,7707,North America,West of USA,USA,USA,Standard Class,4,400,0.16,200,154,0.36175,2022-04-08,2022-04-14
13656,79565,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,4678,North America,East of USA,USA,USA,Standard Class,4,300,0.02,150,42,1.75277,2022-04-09,2022-04-13
13657,157539,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7475,Europe,Western Europe,France,USA,Standard Class,4,50,0.16,125,470,1.80975,2022-04-09,2022-04-15
13658,10911,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,11706,LATAM,South America,Brazil,USA,Standard Class,4,180,0.16,147,481,2.29265,2022-04-09,2022-04-14
13659,79463,2,Outdoors,Golf Gloves,Clicgear Rovic Cooler Bag,11880,North America,West of USA,USA,USA,Standard Class,4,80,0.13,87,0,0.33661,2022-04-09,2022-04-11
13660,79466,3,Golf,Girls' Apparel,TYR Boys' Team Digi Jammer,11880,North America,West of USA,USA,USA,Standard Class,4,120,0.15,94,14,2.03652,2022-04-09,2022-04-11
13661,79465,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,11880,North America,West of USA,USA,USA,Standard Class,4,200,0.2,125,156,0.87258,2022-04-09,2022-04-11
13662,79467,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,11880,North America,West of USA,USA,USA,Standard Class,4,300,0.12,150,42,1.75277,2022-04-09,2022-04-11
13663,79477,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,3016,North America,South of  USA,USA,USA,First Class,1,300,0.05,245,343,1.52666,2022-04-09,2022-04-11
13664,79476,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,3016,North America,South of  USA,USA,USA,First Class,1,130,0.03,65,233,2.04171,2022-04-09,2022-06-24
13665,79480,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,3833,North America,US Center,USA,USA,First Class,1,500,0.07,245,343,1.52666,2022-04-09,2022-05-18
13666,79486,2,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,4849,North America,West of USA,USA,Puerto Rico,Standard Class,4,120,0.06,147,481,2.29265,2022-04-09,2022-07-16
13667,79493,5,Outdoors,Golf Apparel,Top Flite Women's 2023 XL Hybrid,7814,North America,West of USA,USA,USA,Standard Class,4,100,0.2,47,11,2.10424,2022-04-09,2022-04-15
13668,79492,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7814,North America,West of USA,USA,USA,Standard Class,4,500,0.06,245,343,1.52666,2022-04-09,2022-04-15
13669,79495,4,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,7814,North America,West of USA,USA,USA,Standard Class,4,400,0.02,245,343,1.52666,2022-04-09,2022-01-22
13670,79491,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,7814,North America,West of USA,USA,USA,Standard Class,4,50,0.03,125,470,1.80975,2022-04-09,2022-11-11
13671,79497,4,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8018,North America,US Center,USA,USA,Standard Class,4,200,0.18,125,156,0.87258,2022-04-09,2022-04-11
13672,33062,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,6295,Europe,Western Europe,Netherlands,USA,Standard Class,4,250,0.17,125,156,0.87258,2022-04-09,2022-04-11
13673,79501,1,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,9425,North America,US Center,USA,USA,Second Class,2,25,0.06,55,24,1.67018,2022-04-09,2022-04-13
13674,129666,3,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,4755,LATAM,South America,Brazil,Puerto Rico,Second Class,2,120,0.1,97,367,0.14551,2022-04-09,2022-04-15
13675,153898,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6293,LATAM,South America,Brazil,USA,Standard Class,4,300,0.15,150,42,1.75277,2022-04-09,2022-04-11
13676,79508,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2276,North America,West of USA,USA,USA,Standard Class,4,200,0.09,245,343,1.52666,2022-04-09,2022-11-20
13677,37604,4,Golf,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,5707,Europe,Southern Europe,Italy,USA,Standard Class,4,160,0.06,97,367,0.14551,2022-04-09,2022-04-11
13678,79510,1,Fan Shop,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,11419,North America,South of  USA,USA,USA,First Class,1,50,  -  ,125,470,1.80975,2022-04-09,2022-04-11
13679,79520,4,Outdoors,Electronics,Bridgestone e6 Straight Distance NFL Carolina,11311,North America,East of USA,USA,USA,First Class,1,128,0.04,73,1,1.49474,2022-04-09,2022-04-11
13680,79516,2,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,11311,North America,East of USA,USA,USA,First Class,1,200,0.07,245,343,1.52666,2022-04-09,2021-05-16
13681,79525,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,3840,North America,West of USA,USA,USA,Standard Class,4,300,0.06,150,42,1.75277,2022-04-09,2022-04-13
13682,109460,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,10514,Europe,Eastern Europe,Ukraine,USA,Second Class,2,200,0.04,100,9,0.53641,2022-04-09,2022-04-13
13683,79529,5,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9767,North America,South of  USA,USA,Puerto Rico,Standard Class,4,300,0.17,147,481,2.29265,2022-04-09,2022-04-11
13684,79528,4,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9767,North America,South of  USA,USA,Puerto Rico,Standard Class,4,240,0.09,147,481,2.29265,2022-04-09,2022-03-20
13685,79527,2,Outdoors,Golf Balls,Hirzl Men's Hybrid Golf Glove,9767,North America,South of  USA,USA,Puerto Rico,Standard Class,4,30,0.13,31,11,1.96437,2022-04-09,2022-04-11
13686,72659,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,818,Pacific Asia,Southeast Asia,Indonesia,USA,Standard Class,4,300,0.06,150,42,1.75277,2022-04-09,2022-04-13
13687,79537,3,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,5679,North America,US Center,USA,USA,Standard Class,4,180,0.01,147,481,2.29265,2022-04-09,2022-04-13
13688,79539,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9826,North America,South of  USA,USA,USA,Standard Class,4,400,0.15,200,154,0.36175,2022-04-09,2022-04-15
13689,79538,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9826,North America,South of  USA,USA,USA,Standard Class,4,60,0.16,147,481,2.29265,2022-04-09,2022-04-15
13690,79545,2,Outdoors,Accessories,Team Golf Pittsburgh Steelers Putter Grip,4479,North America,South of  USA,USA,Puerto Rico,Standard Class,4,50,0.25,55,24,1.67018,2022-04-09,2022-04-11
13691,79663,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,9391,North America,West of USA,USA,USA,Second Class,2,60,0.06,147,481,2.29265,2022-04-09,2022-04-12
13692,79604,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8963,North America,South of  USA,USA,USA,Standard Class,4,130,0.05,65,233,2.04171,2022-04-09,2022-04-12
13693,79551,5,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,3021,North America,West of USA,USA,USA,Standard Class,4,500,0.04,245,343,1.52666,2022-04-09,2022-04-13
13694,79560,1,Apparel,Cleats,Perfect Fitness Perfect Rip Deck,8348,North America,US Center,USA,Puerto Rico,Standard Class,4,60,0.13,147,481,2.29265,2022-04-09,2022-04-11
13695,79558,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8348,North America,US Center,USA,Puerto Rico,Standard Class,4,130,0.18,65,233,2.04171,2022-04-09,2022-04-11
13696,79567,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,4678,North America,East of USA,USA,USA,Standard Class,4,200,0.07,100,9,0.53641,2022-04-09,2022-04-13
13697,79566,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4678,North America,East of USA,USA,USA,Standard Class,4,400,0.1,200,154,0.36175,2022-04-09,2022-04-13
13698,79569,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,4678,North America,East of USA,USA,USA,Standard Class,4,400,0.09,200,154,0.36175,2022-04-09,2022-04-13
13699,79568,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,4678,North America,East of USA,USA,USA,Standard Class,4,300,0.04,245,343,1.52666,2022-04-09,2022-04-13
13700,79576,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8990,North America,US Center,USA,USA,Standard Class,4,250,0.06,125,156,0.87258,2022-04-09,2022-04-15
13701,79575,5,Golf,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8990,North America,US Center,USA,USA,Standard Class,4,250,0.07,125,156,0.87258,2022-04-09,2022-04-15
13702,79574,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,8990,North America,US Center,USA,USA,Standard Class,4,130,0.13,65,233,2.04171,2022-04-09,2023-01-26
13703,79577,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,8990,North America,US Center,USA,USA,Standard Class,4,400,0.06,200,154,0.36175,2022-04-09,2022-04-15
13704,79581,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,9609,North America,US Center,USA,USA,Standard Class,4,200,0.06,100,9,0.53641,2022-04-09,2022-04-11
13705,79580,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9609,North America,US Center,USA,USA,Standard Class,4,400,0.04,200,154,0.36175,2022-04-09,2022-04-11
13706,79578,1,Fan Shop,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,9609,North America,US Center,USA,USA,Standard Class,4,400,0.05,200,154,0.36175,2022-04-09,2022-04-11
13707,79579,1,Apparel,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,9609,North America,US Center,USA,USA,Standard Class,4,130,0.12,65,233,2.04171,2022-04-09,2022-04-11
13708,78902,1,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,8330,North America,East of USA,USA,USA,Standard Class,4,100,0.01,245,343,1.52666,2022-04-09,2022-04-15
13709,79594,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,6454,North America,West of USA,USA,USA,Standard Class,4,300,0.01,150,42,1.75277,2022-04-09,2022-04-11
13710,79599,1,Fan Shop,Water Sports,Pelican Sunstream 100 Kayak,940,North America,West of USA,USA,USA,Standard Class,4,200,0.04,100,9,0.53641,2022-04-09,2022-04-13
13711,79601,3,Footwear,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5168,North America,West of USA,USA,USA,Standard Class,4,300,0.03,245,343,1.52666,2022-04-10,2022-04-12
13712,79600,1,Fan Shop,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,5168,North America,West of USA,USA,USA,Standard Class,4,300,  -  ,150,42,1.75277,2022-04-10,2022-04-12
